# S1 DEM window: AWS Terrain Tiles Terrarium z15 (SRTM-derived mirror, NOT USGS tile)
# tiles: z15/24447/13793,z15/24448/13793,z15/24449/13793,z15/24447/13794,z15/24448/13794,z15/24449/13794,z15/24447/13795,z15/24448/13795,z15/24449/13795
# decode: elev = R*256 + G + B/256 - 32768 | pixel_m=4.243 | s1_mosaic_px=402,446
i,j,lat,lon,elev_m
28,15,27.345658,88.599844,1284.80
29,15,27.345658,88.599887,1286.27
30,15,27.345658,88.599930,1287.61
31,15,27.345658,88.599973,1288.89
32,15,27.345658,88.600016,1290.22
33,15,27.345658,88.600059,1291.59
34,15,27.345658,88.600101,1292.88
35,15,27.345658,88.600144,1294.00
36,15,27.345658,88.600187,1294.85
37,15,27.345658,88.600230,1295.41
38,15,27.345658,88.600273,1295.83
39,15,27.345658,88.600316,1296.23
40,15,27.345658,88.600359,1296.74
41,15,27.345658,88.600402,1297.43
42,15,27.345658,88.600445,1298.27
43,15,27.345658,88.600488,1299.23
44,15,27.345658,88.600531,1300.28
45,15,27.345658,88.600574,1301.41
46,15,27.345658,88.600616,1302.63
47,15,27.345658,88.600659,1303.96
48,15,27.345658,88.600702,1305.41
49,15,27.345658,88.600745,1307.05
50,15,27.345658,88.600788,1308.99
51,15,27.345658,88.600831,1311.37
52,15,27.345658,88.600874,1314.30
53,15,27.345658,88.600917,1317.74
54,15,27.345658,88.600960,1321.46
55,15,27.345658,88.601003,1325.21
56,15,27.345658,88.601046,1328.73
57,15,27.345658,88.601089,1331.92
58,15,27.345658,88.601131,1334.90
59,15,27.345658,88.601174,1337.79
60,15,27.345658,88.601217,1340.70
61,15,27.345658,88.601260,1343.73
62,15,27.345658,88.601303,1346.91
63,15,27.345658,88.601346,1350.26
0,16,27.345620,88.598642,1224.34
1,16,27.345620,88.598685,1226.70
2,16,27.345620,88.598728,1228.98
3,16,27.345620,88.598771,1231.12
4,16,27.345620,88.598814,1233.04
5,16,27.345620,88.598857,1234.78
6,16,27.345620,88.598900,1236.46
7,16,27.345620,88.598943,1238.20
8,16,27.345620,88.598986,1240.13
9,16,27.345620,88.599029,1242.29
10,16,27.345620,88.599072,1244.60
11,16,27.345620,88.599114,1247.01
12,16,27.345620,88.599157,1249.46
13,16,27.345620,88.599200,1251.92
14,16,27.345620,88.599243,1254.39
15,16,27.345620,88.599286,1256.91
16,16,27.345620,88.599329,1259.46
17,16,27.345620,88.599372,1262.03
18,16,27.345620,88.599415,1264.54
19,16,27.345620,88.599458,1266.93
20,16,27.345620,88.599501,1269.13
21,16,27.345620,88.599544,1271.14
22,16,27.345620,88.599586,1273.06
23,16,27.345620,88.599629,1274.96
24,16,27.345620,88.599672,1276.92
25,16,27.345620,88.599715,1278.95
26,16,27.345620,88.599758,1280.98
27,16,27.345620,88.599801,1282.95
28,16,27.345620,88.599844,1284.76
29,16,27.345620,88.599887,1286.42
30,16,27.345620,88.599930,1287.96
31,16,27.345620,88.599973,1289.43
32,16,27.345620,88.600016,1290.88
33,16,27.345620,88.600059,1292.30
34,16,27.345620,88.600101,1293.62
35,16,27.345620,88.600144,1294.75
36,16,27.345620,88.600187,1295.61
37,16,27.345620,88.600230,1296.21
38,16,27.345620,88.600273,1296.65
39,16,27.345620,88.600316,1297.04
40,16,27.345620,88.600359,1297.48
41,16,27.345620,88.600402,1298.04
42,16,27.345620,88.600445,1298.73
43,16,27.345620,88.600488,1299.56
44,16,27.345620,88.600531,1300.54
45,16,27.345620,88.600574,1301.66
46,16,27.345620,88.600616,1302.91
47,16,27.345620,88.600659,1304.26
48,16,27.345620,88.600702,1305.71
49,16,27.345620,88.600745,1307.30
50,16,27.345620,88.600788,1309.15
51,16,27.345620,88.600831,1311.41
52,16,27.345620,88.600874,1314.20
53,16,27.345620,88.600917,1317.48
54,16,27.345620,88.600960,1321.04
55,16,27.345620,88.601003,1324.63
56,16,27.345620,88.601046,1328.02
57,16,27.345620,88.601089,1331.11
58,16,27.345620,88.601131,1334.02
59,16,27.345620,88.601174,1336.87
60,16,27.345620,88.601217,1339.77
61,16,27.345620,88.601260,1342.83
62,16,27.345620,88.601303,1346.06
63,16,27.345620,88.601346,1349.50
0,17,27.345582,88.598642,1224.41
1,17,27.345582,88.598685,1226.68
2,17,27.345582,88.598728,1228.92
3,17,27.345582,88.598771,1231.05
4,17,27.345582,88.598814,1232.99
5,17,27.345582,88.598857,1234.77
6,17,27.345582,88.598900,1236.50
7,17,27.345582,88.598943,1238.32
8,17,27.345582,88.598986,1240.32
9,17,27.345582,88.599029,1242.54
10,17,27.345582,88.599072,1244.92
11,17,27.345582,88.599114,1247.39
12,17,27.345582,88.599157,1249.88
13,17,27.345582,88.599200,1252.36
14,17,27.345582,88.599243,1254.84
15,17,27.345582,88.599286,1257.32
16,17,27.345582,88.599329,1259.83
17,17,27.345582,88.599372,1262.33
18,17,27.345582,88.599415,1264.77
19,17,27.345582,88.599458,1267.09
20,17,27.345582,88.599501,1269.25
21,17,27.345582,88.599544,1271.23
22,17,27.345582,88.599586,1273.11
23,17,27.345582,88.599629,1274.96
24,17,27.345582,88.599672,1276.84
25,17,27.345582,88.599715,1278.77
26,17,27.345582,88.599758,1280.72
27,17,27.345582,88.599801,1282.66
28,17,27.345582,88.599844,1284.55
29,17,27.345582,88.599887,1286.37
30,17,27.345582,88.599930,1288.11
31,17,27.345582,88.599973,1289.77
32,17,27.345582,88.600016,1291.35
33,17,27.345582,88.600059,1292.81
34,17,27.345582,88.600101,1294.12
35,17,27.345582,88.600144,1295.23
36,17,27.345582,88.600187,1296.08
37,17,27.345582,88.600230,1296.70
38,17,27.345582,88.600273,1297.17
39,17,27.345582,88.600316,1297.56
40,17,27.345582,88.600359,1297.97
41,17,27.345582,88.600402,1298.45
42,17,27.345582,88.600445,1299.04
43,17,27.345582,88.600488,1299.77
44,17,27.345582,88.600531,1300.67
45,17,27.345582,88.600574,1301.75
46,17,27.345582,88.600616,1302.98
47,17,27.345582,88.600659,1304.35
48,17,27.345582,88.600702,1305.82
49,17,27.345582,88.600745,1307.42
50,17,27.345582,88.600788,1309.26
51,17,27.345582,88.600831,1311.44
52,17,27.345582,88.600874,1314.07
53,17,27.345582,88.600917,1317.12
54,17,27.345582,88.600960,1320.43
55,17,27.345582,88.601003,1323.78
56,17,27.345582,88.601046,1326.99
57,17,27.345582,88.601089,1330.00
58,17,27.345582,88.601131,1332.90
59,17,27.345582,88.601174,1335.79
60,17,27.345582,88.601217,1338.78
61,17,27.345582,88.601260,1341.93
62,17,27.345582,88.601303,1345.27
63,17,27.345582,88.601346,1348.83
0,18,27.345544,88.598642,1224.34
1,18,27.345544,88.598685,1226.50
2,18,27.345544,88.598728,1228.66
3,18,27.345544,88.598771,1230.74
4,18,27.345544,88.598814,1232.70
5,18,27.345544,88.598857,1234.54
6,18,27.345544,88.598900,1236.36
7,18,27.345544,88.598943,1238.27
8,18,27.345544,88.598986,1240.36
9,18,27.345544,88.599029,1242.65
10,18,27.345544,88.599072,1245.08
11,18,27.345544,88.599114,1247.59
12,18,27.345544,88.599157,1250.11
13,18,27.345544,88.599200,1252.63
14,18,27.345544,88.599243,1255.13
15,18,27.345544,88.599286,1257.61
16,18,27.345544,88.599329,1260.07
17,18,27.345544,88.599372,1262.50
18,18,27.345544,88.599415,1264.86
19,18,27.345544,88.599458,1267.12
20,18,27.345544,88.599501,1269.25
21,18,27.345544,88.599544,1271.25
22,18,27.345544,88.599586,1273.15
23,18,27.345544,88.599629,1274.99
24,18,27.345544,88.599672,1276.81
25,18,27.345544,88.599715,1278.63
26,18,27.345544,88.599758,1280.46
27,18,27.345544,88.599801,1282.34
28,18,27.345544,88.599844,1284.26
29,18,27.345544,88.599887,1286.21
30,18,27.345544,88.599930,1288.13
31,18,27.345544,88.599973,1289.96
32,18,27.345544,88.600016,1291.64
33,18,27.345544,88.600059,1293.13
34,18,27.345544,88.600101,1294.41
35,18,27.345544,88.600144,1295.48
36,18,27.345544,88.600187,1296.32
37,18,27.345544,88.600230,1296.94
38,18,27.345544,88.600273,1297.42
39,18,27.345544,88.600316,1297.82
40,18,27.345544,88.600359,1298.21
41,18,27.345544,88.600402,1298.65
42,18,27.345544,88.600445,1299.17
43,18,27.345544,88.600488,1299.83
44,18,27.345544,88.600531,1300.67
45,18,27.345544,88.600574,1301.71
46,18,27.345544,88.600616,1302.92
47,18,27.345544,88.600659,1304.29
48,18,27.345544,88.600702,1305.80
49,18,27.345544,88.600745,1307.46
50,18,27.345544,88.600788,1309.34
51,18,27.345544,88.600831,1311.48
52,18,27.345544,88.600874,1313.96
53,18,27.345544,88.600917,1316.75
54,18,27.345544,88.600960,1319.74
55,18,27.345544,88.601003,1322.80
56,18,27.345544,88.601046,1325.82
57,18,27.345544,88.601089,1328.76
58,18,27.345544,88.601131,1331.68
59,18,27.345544,88.601174,1334.66
60,18,27.345544,88.601217,1337.78
61,18,27.345544,88.601260,1341.07
62,18,27.345544,88.601303,1344.56
63,18,27.345544,88.601346,1348.26
0,19,27.345506,88.598642,1224.18
1,19,27.345506,88.598685,1226.22
2,19,27.345506,88.598728,1228.29
3,19,27.345506,88.598771,1230.32
4,19,27.345506,88.598814,1232.28
5,19,27.345506,88.598857,1234.18
6,19,27.345506,88.598900,1236.09
7,19,27.345506,88.598943,1238.10
8,19,27.345506,88.598986,1240.28
9,19,27.345506,88.599029,1242.64
10,19,27.345506,88.599072,1245.12
11,19,27.345506,88.599114,1247.68
12,19,27.345506,88.599157,1250.25
13,19,27.345506,88.599200,1252.79
14,19,27.345506,88.599243,1255.30
15,19,27.345506,88.599286,1257.77
16,19,27.345506,88.599329,1260.18
17,19,27.345506,88.599372,1262.53
18,19,27.345506,88.599415,1264.81
19,19,27.345506,88.599458,1267.02
20,19,27.345506,88.599501,1269.15
21,19,27.345506,88.599544,1271.20
22,19,27.345506,88.599586,1273.16
23,19,27.345506,88.599629,1275.03
24,19,27.345506,88.599672,1276.82
25,19,27.345506,88.599715,1278.55
26,19,27.345506,88.599758,1280.29
27,19,27.345506,88.599801,1282.08
28,19,27.345506,88.599844,1284.00
29,19,27.345506,88.599887,1286.04
30,19,27.345506,88.599930,1288.07
31,19,27.345506,88.599973,1290.02
32,19,27.345506,88.600016,1291.77
33,19,27.345506,88.600059,1293.27
34,19,27.345506,88.600101,1294.53
35,19,27.345506,88.600144,1295.56
36,19,27.345506,88.600187,1296.37
37,19,27.345506,88.600230,1296.98
38,19,27.345506,88.600273,1297.47
39,19,27.345506,88.600316,1297.87
40,19,27.345506,88.600359,1298.24
41,19,27.345506,88.600402,1298.64
42,19,27.345506,88.600445,1299.12
43,19,27.345506,88.600488,1299.73
44,19,27.345506,88.600531,1300.53
45,19,27.345506,88.600574,1301.54
46,19,27.345506,88.600616,1302.75
47,19,27.345506,88.600659,1304.16
48,19,27.345506,88.600702,1305.74
49,19,27.345506,88.600745,1307.50
50,19,27.345506,88.600788,1309.45
51,19,27.345506,88.600831,1311.58
52,19,27.345506,88.600874,1313.92
53,19,27.345506,88.600917,1316.44
54,19,27.345506,88.600960,1319.11
55,19,27.345506,88.601003,1321.87
56,19,27.345506,88.601046,1324.69
57,19,27.345506,88.601089,1327.55
58,19,27.345506,88.601131,1330.51
59,19,27.345506,88.601174,1333.59
60,19,27.345506,88.601217,1336.85
61,19,27.345506,88.601260,1340.30
62,19,27.345506,88.601303,1343.95
63,19,27.345506,88.601346,1347.77
0,20,27.345468,88.598642,1223.93
1,20,27.345468,88.598685,1225.90
2,20,27.345468,88.598728,1227.91
3,20,27.345468,88.598771,1229.91
4,20,27.345468,88.598814,1231.86
5,20,27.345468,88.598857,1233.78
6,20,27.345468,88.598900,1235.75
7,20,27.345468,88.598943,1237.83
8,20,27.345468,88.598986,1240.09
9,20,27.345468,88.599029,1242.54
10,20,27.345468,88.599072,1245.11
11,20,27.345468,88.599114,1247.73
12,20,27.345468,88.599157,1250.34
13,20,27.345468,88.599200,1252.89
14,20,27.345468,88.599243,1255.37
15,20,27.345468,88.599286,1257.79
16,20,27.345468,88.599329,1260.13
17,20,27.345468,88.599372,1262.40
18,20,27.345468,88.599415,1264.62
19,20,27.345468,88.599458,1266.79
20,20,27.345468,88.599501,1268.94
21,20,27.345468,88.599544,1271.05
22,20,27.345468,88.599586,1273.10
23,20,27.345468,88.599629,1275.04
24,20,27.345468,88.599672,1276.86
25,20,27.345468,88.599715,1278.56
26,20,27.345468,88.599758,1280.24
27,20,27.345468,88.599801,1282.00
28,20,27.345468,88.599844,1283.90
29,20,27.345468,88.599887,1285.94
30,20,27.345468,88.599930,1288.02
31,20,27.345468,88.599973,1289.99
32,20,27.345468,88.600016,1291.76
33,20,27.345468,88.600059,1293.25
34,20,27.345468,88.600101,1294.50
35,20,27.345468,88.600144,1295.50
36,20,27.345468,88.600187,1296.29
37,20,27.345468,88.600230,1296.89
38,20,27.345468,88.600273,1297.35
39,20,27.345468,88.600316,1297.73
40,20,27.345468,88.600359,1298.06
41,20,27.345468,88.600402,1298.42
42,20,27.345468,88.600445,1298.86
43,20,27.345468,88.600488,1299.44
44,20,27.345468,88.600531,1300.24
45,20,27.345468,88.600574,1301.27
46,20,27.345468,88.600616,1302.54
47,20,27.345468,88.600659,1304.02
48,20,27.345468,88.600702,1305.71
49,20,27.345468,88.600745,1307.59
50,20,27.345468,88.600788,1309.62
51,20,27.345468,88.600831,1311.76
52,20,27.345468,88.600874,1313.98
53,20,27.345468,88.600917,1316.28
54,20,27.345468,88.600960,1318.67
55,20,27.345468,88.601003,1321.16
56,20,27.345468,88.601046,1323.79
57,20,27.345468,88.601089,1326.56
58,20,27.345468,88.601131,1329.52
59,20,27.345468,88.601174,1332.67
60,20,27.345468,88.601217,1336.05
61,20,27.345468,88.601260,1339.65
62,20,27.345468,88.601303,1343.44
63,20,27.345468,88.601346,1347.38
0,21,27.345430,88.598642,1223.63
1,21,27.345430,88.598685,1225.59
2,21,27.345430,88.598728,1227.57
3,21,27.345430,88.598771,1229.56
4,21,27.345430,88.598814,1231.50
5,21,27.345430,88.598857,1233.42
6,21,27.345430,88.598900,1235.39
7,21,27.345430,88.598943,1237.51
8,21,27.345430,88.598986,1239.85
9,21,27.345430,88.599029,1242.40
10,21,27.345430,88.599072,1245.08
11,21,27.345430,88.599114,1247.78
12,21,27.345430,88.599157,1250.41
13,21,27.345430,88.599200,1252.94
14,21,27.345430,88.599243,1255.36
15,21,27.345430,88.599286,1257.69
16,21,27.345430,88.599329,1259.94
17,21,27.345430,88.599372,1262.13
18,21,27.345430,88.599415,1264.29
19,21,27.345430,88.599458,1266.44
20,21,27.345430,88.599501,1268.62
21,21,27.345430,88.599544,1270.80
22,21,27.345430,88.599586,1272.94
23,21,27.345430,88.599629,1274.98
24,21,27.345430,88.599672,1276.87
25,21,27.345430,88.599715,1278.62
26,21,27.345430,88.599758,1280.33
27,21,27.345430,88.599801,1282.07
28,21,27.345430,88.599844,1283.95
29,21,27.345430,88.599887,1285.94
30,21,27.345430,88.599930,1287.96
31,21,27.345430,88.599973,1289.89
32,21,27.345430,88.600016,1291.62
33,21,27.345430,88.600059,1293.11
34,21,27.345430,88.600101,1294.35
35,21,27.345430,88.600144,1295.35
36,21,27.345430,88.600187,1296.12
37,21,27.345430,88.600230,1296.69
38,21,27.345430,88.600273,1297.11
39,21,27.345430,88.600316,1297.43
40,21,27.345430,88.600359,1297.70
41,21,27.345430,88.600402,1298.00
42,21,27.345430,88.600445,1298.41
43,21,27.345430,88.600488,1298.98
44,21,27.345430,88.600531,1299.81
45,21,27.345430,88.600574,1300.93
46,21,27.345430,88.600616,1302.31
47,21,27.345430,88.600659,1303.93
48,21,27.345430,88.600702,1305.75
49,21,27.345430,88.600745,1307.75
50,21,27.345430,88.600788,1309.86
51,21,27.345430,88.600831,1312.02
52,21,27.345430,88.600874,1314.16
53,21,27.345430,88.600917,1316.29
54,21,27.345430,88.600960,1318.46
55,21,27.345430,88.601003,1320.75
56,21,27.345430,88.601046,1323.21
57,21,27.345430,88.601089,1325.89
58,21,27.345430,88.601131,1328.81
59,21,27.345430,88.601174,1332.00
60,21,27.345430,88.601217,1335.46
61,21,27.345430,88.601260,1339.18
62,21,27.345430,88.601303,1343.09
63,21,27.345430,88.601346,1347.12
0,22,27.345392,88.598642,1223.34
1,22,27.345392,88.598685,1225.30
2,22,27.345392,88.598728,1227.31
3,22,27.345392,88.598771,1229.30
4,22,27.345392,88.598814,1231.23
5,22,27.345392,88.598857,1233.12
6,22,27.345392,88.598900,1235.07
7,22,27.345392,88.598943,1237.20
8,22,27.345392,88.598986,1239.59
9,22,27.345392,88.599029,1242.24
10,22,27.345392,88.599072,1245.02
11,22,27.345392,88.599114,1247.79
12,22,27.345392,88.599157,1250.45
13,22,27.345392,88.599200,1252.93
14,22,27.345392,88.599243,1255.26
15,22,27.345392,88.599286,1257.49
16,22,27.345392,88.599329,1259.64
17,22,27.345392,88.599372,1261.74
18,22,27.345392,88.599415,1263.84
19,22,27.345392,88.599458,1265.96
20,22,27.345392,88.599501,1268.15
21,22,27.345392,88.599544,1270.39
22,22,27.345392,88.599586,1272.61
23,22,27.345392,88.599629,1274.76
24,22,27.345392,88.599672,1276.76
25,22,27.345392,88.599715,1278.61
26,22,27.345392,88.599758,1280.39
27,22,27.345392,88.599801,1282.18
28,22,27.345392,88.599844,1284.02
29,22,27.345392,88.599887,1285.94
30,22,27.345392,88.599930,1287.86
31,22,27.345392,88.599973,1289.69
32,22,27.345392,88.600016,1291.37
33,22,27.345392,88.600059,1292.85
34,22,27.345392,88.600101,1294.10
35,22,27.345392,88.600144,1295.11
36,22,27.345392,88.600187,1295.86
37,22,27.345392,88.600230,1296.38
38,22,27.345392,88.600273,1296.73
39,22,27.345392,88.600316,1296.98
40,22,27.345392,88.600359,1297.19
41,22,27.345392,88.600402,1297.44
42,22,27.345392,88.600445,1297.82
43,22,27.345392,88.600488,1298.41
44,22,27.345392,88.600531,1299.32
45,22,27.345392,88.600574,1300.55
46,22,27.345392,88.600616,1302.08
47,22,27.345392,88.600659,1303.85
48,22,27.345392,88.600702,1305.83
49,22,27.345392,88.600745,1307.95
50,22,27.345392,88.600788,1310.13
51,22,27.345392,88.600831,1312.31
52,22,27.345392,88.600874,1314.41
53,22,27.345392,88.600917,1316.42
54,22,27.345392,88.600960,1318.45
55,22,27.345392,88.601003,1320.57
56,22,27.345392,88.601046,1322.91
57,22,27.345392,88.601089,1325.52
58,22,27.345392,88.601131,1328.42
59,22,27.345392,88.601174,1331.62
60,22,27.345392,88.601217,1335.15
61,22,27.345392,88.601260,1338.97
62,22,27.345392,88.601303,1342.97
63,22,27.345392,88.601346,1347.05
0,23,27.345353,88.598642,1223.11
1,23,27.345353,88.598685,1225.09
2,23,27.345353,88.598728,1227.12
3,23,27.345353,88.598771,1229.13
4,23,27.345353,88.598814,1231.05
5,23,27.345353,88.598857,1232.91
6,23,27.345353,88.598900,1234.84
7,23,27.345353,88.598943,1236.96
8,23,27.345353,88.598986,1239.38
9,23,27.345353,88.599029,1242.08
10,23,27.345353,88.599072,1244.92
11,23,27.345353,88.599114,1247.74
12,23,27.345353,88.599157,1250.39
13,23,27.345353,88.599200,1252.82
14,23,27.345353,88.599243,1255.08
15,23,27.345353,88.599286,1257.20
16,23,27.345353,88.599329,1259.25
17,23,27.345353,88.599372,1261.26
18,23,27.345353,88.599415,1263.29
19,23,27.345353,88.599458,1265.36
20,23,27.345353,88.599501,1267.53
21,23,27.345353,88.599544,1269.79
22,23,27.345353,88.599586,1272.07
23,23,27.345353,88.599629,1274.29
24,23,27.345353,88.599672,1276.41
25,23,27.345353,88.599715,1278.40
26,23,27.345353,88.599758,1280.30
27,23,27.345353,88.599801,1282.15
28,23,27.345353,88.599844,1284.00
29,23,27.345353,88.599887,1285.84
30,23,27.345353,88.599930,1287.64
31,23,27.345353,88.599973,1289.38
32,23,27.345353,88.600016,1291.01
33,23,27.345353,88.600059,1292.48
34,23,27.345353,88.600101,1293.77
35,23,27.345353,88.600144,1294.80
36,23,27.345353,88.600187,1295.53
37,23,27.345353,88.600230,1295.98
38,23,27.345353,88.600273,1296.23
39,23,27.345353,88.600316,1296.39
40,23,27.345353,88.600359,1296.53
41,23,27.345353,88.600402,1296.75
42,23,27.345353,88.600445,1297.15
43,23,27.345353,88.600488,1297.80
44,23,27.345353,88.600531,1298.81
45,23,27.345353,88.600574,1300.18
46,23,27.345353,88.600616,1301.86
47,23,27.345353,88.600659,1303.79
48,23,27.345353,88.600702,1305.91
49,23,27.345353,88.600745,1308.13
50,23,27.345353,88.600788,1310.39
51,23,27.345353,88.600831,1312.60
52,23,27.345353,88.600874,1314.67
53,23,27.345353,88.600917,1316.62
54,23,27.345353,88.600960,1318.55
55,23,27.345353,88.601003,1320.59
56,23,27.345353,88.601046,1322.87
57,23,27.345353,88.601089,1325.46
58,23,27.345353,88.601131,1328.37
59,23,27.345353,88.601174,1331.62
60,23,27.345353,88.601217,1335.21
61,23,27.345353,88.601260,1339.10
62,23,27.345353,88.601303,1343.15
63,23,27.345353,88.601346,1347.25
0,24,27.345315,88.598642,1222.99
1,24,27.345315,88.598685,1224.99
2,24,27.345315,88.598728,1227.04
3,24,27.345315,88.598771,1229.05
4,24,27.345315,88.598814,1230.98
5,24,27.345315,88.598857,1232.84
6,24,27.345315,88.598900,1234.75
7,24,27.345315,88.598943,1236.85
8,24,27.345315,88.598986,1239.26
9,24,27.345315,88.599029,1241.96
10,24,27.345315,88.599072,1244.79
11,24,27.345315,88.599114,1247.59
12,24,27.345315,88.599157,1250.22
13,24,27.345315,88.599200,1252.61
14,24,27.345315,88.599243,1254.80
15,24,27.345315,88.599286,1256.85
16,24,27.345315,88.599329,1258.81
17,24,27.345315,88.599372,1260.72
18,24,27.345315,88.599415,1262.64
19,24,27.345315,88.599458,1264.63
20,24,27.345315,88.599501,1266.73
21,24,27.345315,88.599544,1268.95
22,24,27.345315,88.599586,1271.23
23,24,27.345315,88.599629,1273.51
24,24,27.345315,88.599672,1275.73
25,24,27.345315,88.599715,1277.85
26,24,27.345315,88.599758,1279.89
27,24,27.345315,88.599801,1281.85
28,24,27.345315,88.599844,1283.73
29,24,27.345315,88.599887,1285.53
30,24,27.345315,88.599930,1287.27
31,24,27.345315,88.599973,1288.93
32,24,27.345315,88.600016,1290.54
33,24,27.345315,88.600059,1292.04
34,24,27.345315,88.600101,1293.36
35,24,27.345315,88.600144,1294.41
36,24,27.345315,88.600187,1295.11
37,24,27.345315,88.600230,1295.47
38,24,27.345315,88.600273,1295.61
39,24,27.345315,88.600316,1295.66
40,24,27.345315,88.600359,1295.76
41,24,27.345315,88.600402,1296.00
42,24,27.345315,88.600445,1296.46
43,24,27.345315,88.600488,1297.23
44,24,27.345315,88.600531,1298.35
45,24,27.345315,88.600574,1299.85
46,24,27.345315,88.600616,1301.66
47,24,27.345315,88.600659,1303.72
48,24,27.345315,88.600702,1305.95
49,24,27.345315,88.600745,1308.27
50,24,27.345315,88.600788,1310.59
51,24,27.345315,88.600831,1312.84
52,24,27.345315,88.600874,1314.91
53,24,27.345315,88.600917,1316.82
54,24,27.345315,88.600960,1318.72
55,24,27.345315,88.601003,1320.74
56,24,27.345315,88.601046,1323.04
57,24,27.345315,88.601089,1325.69
58,24,27.345315,88.601131,1328.70
59,24,27.345315,88.601174,1332.04
60,24,27.345315,88.601217,1335.71
61,24,27.345315,88.601260,1339.64
62,24,27.345315,88.601303,1343.71
63,24,27.345315,88.601346,1347.78
0,25,27.345277,88.598642,1223.02
1,25,27.345277,88.598685,1225.02
2,25,27.345277,88.598728,1227.07
3,25,27.345277,88.598771,1229.10
4,25,27.345277,88.598814,1231.04
5,25,27.345277,88.598857,1232.91
6,25,27.345277,88.598900,1234.83
7,25,27.345277,88.598943,1236.91
8,25,27.345277,88.598986,1239.27
9,25,27.345277,88.599029,1241.89
10,25,27.345277,88.599072,1244.64
11,25,27.345277,88.599114,1247.36
12,25,27.345277,88.599157,1249.93
13,25,27.345277,88.599200,1252.28
14,25,27.345277,88.599243,1254.45
15,25,27.345277,88.599286,1256.45
16,25,27.345277,88.599329,1258.33
17,25,27.345277,88.599372,1260.13
18,25,27.345277,88.599415,1261.93
19,25,27.345277,88.599458,1263.78
20,25,27.345277,88.599501,1265.77
21,25,27.345277,88.599544,1267.89
22,25,27.345277,88.599586,1270.12
23,25,27.345277,88.599629,1272.40
24,25,27.345277,88.599672,1274.69
25,25,27.345277,88.599715,1276.94
26,25,27.345277,88.599758,1279.13
27,25,27.345277,88.599801,1281.22
28,25,27.345277,88.599844,1283.18
29,25,27.345277,88.599887,1285.00
30,25,27.345277,88.599930,1286.73
31,25,27.345277,88.599973,1288.38
32,25,27.345277,88.600016,1290.00
33,25,27.345277,88.600059,1291.55
34,25,27.345277,88.600101,1292.92
35,25,27.345277,88.600144,1293.98
36,25,27.345277,88.600187,1294.62
37,25,27.345277,88.600230,1294.88
38,25,27.345277,88.600273,1294.89
39,25,27.345277,88.600316,1294.85
40,25,27.345277,88.600359,1294.93
41,25,27.345277,88.600402,1295.24
42,25,27.345277,88.600445,1295.82
43,25,27.345277,88.600488,1296.73
44,25,27.345277,88.600531,1297.99
45,25,27.345277,88.600574,1299.61
46,25,27.345277,88.600616,1301.51
47,25,27.345277,88.600659,1303.65
48,25,27.345277,88.600702,1305.95
49,25,27.345277,88.600745,1308.34
50,25,27.345277,88.600788,1310.73
51,25,27.345277,88.600831,1313.01
52,25,27.345277,88.600874,1315.11
53,25,27.345277,88.600917,1317.04
54,25,27.345277,88.600960,1318.96
55,25,27.345277,88.601003,1321.04
56,25,27.345277,88.601046,1323.43
57,25,27.345277,88.601089,1326.23
58,25,27.345277,88.601131,1329.39
59,25,27.345277,88.601174,1332.88
60,25,27.345277,88.601217,1336.64
61,25,27.345277,88.601260,1340.61
62,25,27.345277,88.601303,1344.65
63,25,27.345277,88.601346,1348.64
0,26,27.345239,88.598642,1223.23
1,26,27.345239,88.598685,1225.21
2,26,27.345239,88.598728,1227.26
3,26,27.345239,88.598771,1229.29
4,26,27.345239,88.598814,1231.26
5,26,27.345239,88.598857,1233.16
6,26,27.345239,88.598900,1235.09
7,26,27.345239,88.598943,1237.16
8,26,27.345239,88.598986,1239.44
9,26,27.345239,88.599029,1241.93
10,26,27.345239,88.599072,1244.53
11,26,27.345239,88.599114,1247.12
12,26,27.345239,88.599157,1249.59
13,26,27.345239,88.599200,1251.89
14,26,27.345239,88.599243,1254.03
15,26,27.345239,88.599286,1256.00
16,26,27.345239,88.599329,1257.80
17,26,27.345239,88.599372,1259.49
18,26,27.345239,88.599415,1261.14
19,26,27.345239,88.599458,1262.84
20,26,27.345239,88.599501,1264.68
21,26,27.345239,88.599544,1266.69
22,26,27.345239,88.599586,1268.83
23,26,27.345239,88.599629,1271.08
24,26,27.345239,88.599672,1273.41
25,26,27.345239,88.599715,1275.79
26,26,27.345239,88.599758,1278.12
27,26,27.345239,88.599801,1280.36
28,26,27.345239,88.599844,1282.44
29,26,27.345239,88.599887,1284.34
30,26,27.345239,88.599930,1286.11
31,26,27.345239,88.599973,1287.80
32,26,27.345239,88.600016,1289.46
33,26,27.345239,88.600059,1291.06
34,26,27.345239,88.600101,1292.45
35,26,27.345239,88.600144,1293.50
36,26,27.345239,88.600187,1294.09
37,26,27.345239,88.600230,1294.23
38,26,27.345239,88.600273,1294.14
39,26,27.345239,88.600316,1294.04
40,26,27.345239,88.600359,1294.13
41,26,27.345239,88.600402,1294.55
42,26,27.345239,88.600445,1295.29
43,26,27.345239,88.600488,1296.36
44,26,27.345239,88.600531,1297.76
45,26,27.345239,88.600574,1299.46
46,26,27.345239,88.600616,1301.43
47,26,27.345239,88.600659,1303.60
48,26,27.345239,88.600702,1305.94
49,26,27.345239,88.600745,1308.38
