rainfall_24h_mm,rainfall_7d_mm,slope_angle_deg,slope_height_m,rock_type,crack_density,crack_severity,blast_frequency_per_week,blast_vibration_ppv_mms,days_since_inspection,prior_incident,groundwater_proxy,zone_id,fos,instability_score,risk_label
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.465016499545934,normal,13.494553393873264,5.446001711266276,5,False,0.0,ZONE_A,0.6187476339042746,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.4650325602520691,normal,13.494553393873264,9.657517416283833,6,False,0.0,ZONE_A,0.6187473480588922,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.4650486209582043,normal,13.494553393873264,8.383897298978859,0,False,0.0,ZONE_A,0.6187470622135098,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.4696954327606132,normal,13.494553393873264,13.871171152633803,1,False,0.0,ZONE_A,0.6186643591439704,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.4660472873355779,normal,13.494553393873264,10.62109887936155,2,False,0.0,ZONE_A,0.6187292881399372,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.4653562517936699,normal,13.494553393873264,8.392545740927234,3,False,0.0,ZONE_A,0.6187415870586167,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.46934833020780353,normal,13.494553393873264,13.32383337682523,4,False,0.0,ZONE_A,0.6186705368089552,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.4675195242302232,normal,13.494553393873264,11.62110118609002,5,False,0.0,ZONE_A,0.6187030855486867,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.4705329044892272,normal,13.494553393873264,14.048503360230653,6,False,0.0,ZONE_A,0.6186494539819898,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.4659399059435542,normal,13.494553393873264,5.9422571772400685,0,False,0.0,ZONE_A,0.6187311992934569,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.46836300582498186,normal,13.494553393873264,12.01221366144032,1,False,0.0,ZONE_A,0.6186880734242554,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.4673572050037708,normal,13.494553393873264,11.060815837657959,2,False,0.0,ZONE_A,0.6187059744752978,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.466165569280887,normal,13.494553393873264,9.036029413408228,3,False,0.0,ZONE_A,0.6187271829804506,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.4661816299870222,normal,13.494553393873264,8.194975774739005,4,False,0.0,ZONE_A,0.6187268971350682,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.4661976906931573,normal,13.494553393873264,7.1043293385294914,5,False,0.0,ZONE_A,0.618726611289686,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.4662137513992925,normal,13.494553393873264,8.381807145927016,6,False,0.0,ZONE_A,0.6187263254443035,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.46858396151374804,normal,13.494553393873264,11.967999378289417,0,False,0.0,ZONE_A,0.6186841408970798,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.46635953359113214,normal,13.494553393873264,9.570988367151303,1,False,0.0,ZONE_A,0.6187237308406781,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.46637559429726727,normal,13.494553393873264,8.919070092998957,2,False,0.0,ZONE_A,0.6187234449952957,94.1,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.46639165500340246,normal,13.494553393873264,7.399303333163349,3,False,0.0,ZONE_A,0.6187231591499135,94.1,critical
222.76726,222.76726,48.573401817873155,23.055352488625132,clayey_sandstone,0.49842426468606665,normal,13.494553393873264,10.682280041807914,4,False,222.76726,ZONE_A,0.3936301401414499,100.0,critical
0.0,222.76726,48.573401817873155,23.055352488625132,clayey_sandstone,0.5052914815121329,normal,13.494553393873264,15.117407547515704,5,False,204.95577332527827,ZONE_A,0.39350791872710006,100.0,critical
0.0,222.76726,48.573401817873155,23.055352488625132,clayey_sandstone,0.5061213132899636,normal,13.494553393873264,14.291326895647021,6,False,188.5684144939559,ZONE_A,0.3934931495395052,100.0,critical
0.0,222.76726,48.573401817873155,23.055352488625132,clayey_sandstone,0.5076384063407413,normal,13.494553393873264,14.965810036696752,0,False,173.49131653067127,ZONE_A,0.3991491707247252,100.0,critical
0.0,222.76726,48.573401817873155,23.055352488625132,clayey_sandstone,0.5172635716540072,normal,13.494553393873264,23.43107403871958,1,False,159.61971676073208,ZONE_A,0.4110897769274378,100.0,critical
0.0,222.76726,48.573401817873155,23.055352488625132,clayey_sandstone,0.512197237153527,normal,13.494553393873264,19.146145737135583,2,False,146.85722887042613,ZONE_A,0.42232344454122456,100.0,critical
5.532035,228.299295,48.573401817873155,23.055352488625132,clayey_sandstone,0.5039316166733396,normal,13.494553393873264,11.585371924686129,3,False,140.64720817017576,ZONE_A,0.42789280079717196,100.0,critical
0.0,5.532035,48.573401817873155,23.055352488625132,clayey_sandstone,0.5015082602442,normal,13.494553393873264,9.292883390137716,4,False,129.40167831017794,ZONE_A,0.43775490541072337,100.0,critical
0.0,5.532035,48.573401817873155,23.055352488625132,clayey_sandstone,0.5080463602639678,normal,13.494553393873264,15.93418859208062,5,False,119.05529137293966,ZONE_A,0.446672433904667,100.0,critical
0.0,5.532035,48.573401817873155,23.055352488625132,clayey_sandstone,0.5007834343399307,normal,13.494553393873264,9.957946962691508,6,False,109.5361558597398,ZONE_A,0.4551132802731718,100.0,critical
0.0,5.532035,48.573401817873155,23.055352488625132,clayey_sandstone,0.5003254505158675,normal,13.494553393873264,9.8183321727135,0,False,100.77812839872063,ZONE_A,0.46276845616092566,100.0,critical
0.0,5.532035,48.573401817873155,23.055352488625132,clayey_sandstone,0.5065058539940182,normal,13.494553393873264,15.51172715110992,1,False,92.7203541500397,ZONE_A,0.469694060955965,100.0,critical
0.0,5.532035,48.573401817873155,23.055352488625132,clayey_sandstone,0.5021709067236999,normal,13.494553393873264,12.01424394789967,2,False,85.30684395819682,ZONE_A,0.47624428024535237,100.0,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.49939717215765256,normal,13.494553393873264,9.976872992574485,3,False,78.48608531339421,ZONE_A,0.48224915552985,100.0,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.49895628447942664,normal,13.494553393873264,9.802607297126444,4,False,72.21068441870891,ZONE_A,0.4877363350515314,100.0,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.5105209945657089,normal,13.494553393873264,20.005782497624644,5,False,66.43703687599384,ZONE_A,0.49257173798324,100.0,critical
0.0,0.0,48.573401817873155,23.055352488625132,clayey_sandstone,0.4987590733855363,normal,13.494553393873264,5.936925114864063,6,False,61.12502470228052,ZONE_A,0.49741922939553623,100.0,critical
